id,Age
74459,10
74460,10
74461,14
74462,8
74463,12
74464,16
74465,5
74466,12
74467,13
74468,9
74469,10
74470,13
74471,11
74472,14
74473,15
74474,5
74475,12
74476,11
74477,10
74478,9
74479,14
74480,10
74481,9
74482,10
74483,10
74484,13
74485,16
74486,8
74487,5
74488,15
74489,8
74490,9
74491,9
74492,8
74493,11
74494,12
74495,12
74496,5
74497,10
74498,12
74499,9
74500,10
74501,10
74502,12
74503,10
74504,14
74505,9
74506,11
74507,9
74508,7
74509,13
74510,12
74511,12
74512,11
74513,13
74514,10
74515,10
74516,8
74517,9
74518,12
74519,10
74520,7
74521,11
74522,10
74523,10
74524,9
74525,7
74526,8
74527,9
74528,10
74529,11
74530,10
74531,11
74532,12
74533,10
74534,6
74535,13
74536,6
74537,8
74538,10
74539,8
74540,10
74541,10
74542,11
74543,10
74544,10
74545,11
74546,15
74547,11
74548,17
74549,9
74550,12
74551,12
74552,10
74553,10
74554,11
74555,11
74556,11
74557,13
74558,10
74559,11
74560,10
74561,11
74562,6
74563,11
74564,11
74565,10
74566,9
74567,15
74568,6
74569,18
74570,12
74571,5
74572,7
74573,14
74574,10
74575,9
74576,8
74577,8
74578,8
74579,13
74580,10
74581,10
74582,6
74583,11
74584,11
74585,13
74586,5
74587,9
74588,9
74589,8
74590,13
74591,12
74592,11
74593,4
74594,14
74595,14
74596,11
74597,10
74598,7
74599,10
74600,7
74601,11
74602,11
74603,5
74604,14
74605,6
74606,9
74607,11
74608,10
74609,8
74610,13
74611,9
74612,11
74613,10
74614,9
74615,12
74616,9
74617,12
74618,8
74619,9
74620,9
74621,7
74622,9
74623,8
74624,10
74625,11
74626,13
74627,11
74628,14
74629,13
74630,14
74631,15
74632,10
74633,16
74634,9
74635,10
74636,13
74637,9
74638,9
74639,10
74640,9
74641,8
74642,9
74643,12
74644,10
74645,5
74646,9
74647,9
74648,13
74649,6
74650,13
74651,10
74652,13
74653,6
74654,14
74655,12
74656,10
74657,10
74658,13
74659,11
74660,10
74661,14
74662,10
74663,12
74664,13
74665,15
74666,10
74667,9
74668,13
74669,10
74670,11
74671,10
74672,13
74673,10
74674,9
74675,15
74676,10
74677,10
74678,12
74679,11
74680,10
74681,10
74682,10
74683,8
74684,7
74685,7
74686,6
74687,9
74688,11
74689,9
74690,11
74691,12
74692,8
74693,9
74694,11
74695,11
74696,8
74697,11
74698,7
74699,12
74700,9
74701,10
74702,13
74703,8
74704,10
74705,5
74706,7
74707,6
74708,14
74709,10
74710,8
74711,15
74712,12
74713,8
74714,9
74715,12
74716,11
74717,9
74718,11
74719,11
74720,9
74721,10
74722,16
74723,10
74724,12
74725,16
74726,12
74727,9
74728,12
74729,11
74730,10
74731,10
74732,15
74733,13
74734,7
74735,11
74736,8
74737,11
74738,8
74739,11
74740,9
74741,9
74742,14
74743,11
74744,11
74745,9
74746,14
74747,10
74748,12
74749,10
74750,9
74751,10
74752,8
74753,8
74754,13
74755,11
74756,7
74757,11
74758,12
74759,9
74760,13
74761,10
74762,8
74763,19
74764,13
74765,10
74766,10
74767,8
74768,10
74769,10
74770,11
74771,12
74772,12
74773,10
74774,11
74775,12
74776,13
74777,7
74778,7
74779,11
74780,11
74781,10
74782,9
74783,11
74784,10
74785,12
74786,11
74787,15
74788,6
74789,5
74790,9
74791,12
74792,9
74793,7
74794,15
74795,13
74796,12
74797,10
74798,14
74799,11
74800,16
74801,10
74802,12
74803,14
74804,10
74805,11
74806,5
74807,5
74808,6
74809,16
74810,7
74811,12
74812,12
74813,12
74814,10
74815,9
74816,14
74817,17
74818,9
74819,9
74820,11
74821,11
74822,15
74823,9
74824,12
74825,8
74826,10
74827,11
74828,11
74829,12
74830,10
74831,8
74832,9
74833,14
74834,14
74835,11
74836,14
74837,14
74838,11
74839,8
74840,9
74841,10
74842,13
74843,9
74844,10
74845,10
74846,11
74847,9
74848,10
74849,10
74850,7
74851,9
74852,12
74853,5
74854,15
74855,13
74856,12
74857,16
74858,10
74859,11
74860,11
74861,14
74862,12
74863,10
74864,12
74865,13
74866,11
74867,13
74868,9
74869,10
74870,12
74871,11
74872,12
74873,12
74874,13
74875,11
74876,10
74877,12
74878,8
74879,8
74880,10
74881,12
74882,10
74883,10
74884,9
74885,14
74886,13
74887,8
74888,10
74889,9
74890,10
74891,11
74892,10
74893,10
74894,12
74895,10
74896,11
74897,10
74898,11
74899,12
74900,13
74901,8
74902,6
74903,14
74904,10
74905,11
74906,9
74907,5
74908,10
74909,10
74910,11
74911,8
74912,11
74913,15
74914,11
74915,6
74916,15
74917,8
74918,17
74919,12
74920,10
74921,4
74922,10
74923,10
74924,13
74925,9
74926,12
74927,8
74928,8
74929,10
74930,10
74931,10
74932,7
74933,18
74934,11
74935,12
74936,9
74937,8
74938,10
74939,13
74940,7
74941,12
74942,9
74943,11
74944,11
74945,9
74946,11
74947,13
74948,8
74949,10
74950,7
74951,13
74952,13
74953,13
74954,9
74955,11
74956,8
74957,10
74958,10
74959,8
74960,10
74961,15
74962,12
74963,11
74964,10
74965,9
74966,11
74967,11
74968,10
74969,14
74970,12
74971,9
74972,7
74973,9
74974,17
74975,12
74976,11
74977,8
74978,6
74979,8
74980,10
74981,8
74982,10
74983,6
74984,8
74985,14
74986,4
74987,9
74988,6
74989,10
74990,11
74991,10
74992,12
74993,14
74994,7
74995,10
74996,11
74997,8
74998,14
74999,12
75000,10
75001,13
75002,7
75003,10
75004,9
75005,10
75006,14
75007,11
75008,15
75009,10
75010,11
75011,10
75012,12
75013,5
75014,9
75015,8
75016,9
75017,14
75018,17
75019,5
75020,14
75021,7
75022,12
75023,11
75024,5
75025,12
75026,10
75027,10
75028,12
75029,8
75030,10
75031,11
75032,12
75033,14
75034,8
75035,10
75036,10
75037,11
75038,10
75039,10
75040,11
75041,8
75042,10
75043,9
75044,12
75045,14
75046,10
75047,11
75048,11
75049,9
75050,11
75051,8
75052,15
75053,10
75054,11
75055,7
75056,10
75057,11
75058,10
75059,8
75060,9
75061,11
75062,10
75063,7
75064,9
75065,5
75066,10
75067,11
75068,10
75069,13
75070,15
75071,9
75072,11
75073,8
75074,9
75075,8
75076,11
75077,8
75078,10
75079,8
75080,11
75081,12
75082,11
75083,7
75084,16
75085,9
75086,8
75087,12
75088,8
75089,12
75090,11
75091,7
75092,15
75093,11
75094,8
75095,8
75096,10
75097,11
75098,11
75099,13
75100,12
75101,13
75102,10
75103,10
75104,7
75105,9
75106,10
75107,13
75108,9
75109,10
75110,13
75111,12
75112,8
75113,10
75114,14
75115,11
75116,8
75117,9
75118,13
75119,8
75120,10
75121,14
75122,9
75123,10
75124,9
75125,12
75126,13
75127,10
75128,9
75129,9
75130,7
75131,10
75132,12
75133,11
75134,9
75135,11
75136,15
75137,10
75138,9
75139,8
75140,8
75141,10
75142,6
75143,11
75144,13
75145,15
75146,9
75147,9
75148,10
75149,9
75150,7
75151,5
75152,6
75153,15
75154,9
75155,10
75156,10
75157,11
75158,13
75159,7
75160,10
75161,7
75162,13
75163,9
75164,13
75165,11
75166,13
75167,5
75168,8
75169,15
75170,8
75171,10
75172,11
75173,11
75174,17
75175,9
75176,12
75177,11
75178,5
75179,10
75180,10
75181,10
75182,11
75183,13
75184,13
75185,10
75186,12
75187,13
75188,9
75189,11
75190,8
75191,15
75192,12
75193,14
75194,10
75195,10
75196,8
75197,11
75198,10
75199,8
75200,13
75201,9
75202,8
75203,12
75204,11
75205,11
75206,10
75207,10
75208,10
75209,11
75210,12
75211,9
75212,9
75213,13
75214,9
75215,10
75216,10
75217,10
75218,10
75219,16
75220,8
75221,10
75222,9
75223,10
75224,9
75225,9
75226,13
75227,6
75228,13
75229,10
75230,7
75231,11
75232,10
75233,14
75234,9
75235,8
75236,13
75237,7
75238,8
75239,12
75240,8
75241,7
75242,9
75243,12
75244,8
75245,17
75246,12
75247,13
75248,7
75249,13
75250,11
75251,11
75252,9
75253,11
75254,15
75255,14
75256,9
75257,18
75258,11
75259,13
75260,7
75261,10
75262,16
75263,7
75264,10
75265,10
75266,11
75267,12
75268,12
75269,10
75270,5
75271,8
75272,9
75273,4
75274,13
75275,10
75276,14
75277,8
75278,12
75279,8
75280,5
75281,8
75282,12
75283,8
75284,12
75285,12
75286,11
75287,7
75288,12
75289,12
75290,17
75291,10
75292,9
75293,12
75294,13
75295,9
75296,6
75297,10
75298,10
75299,8
75300,12
75301,11
75302,9
75303,7
75304,11
75305,12
75306,8
75307,9
75308,15
75309,8
75310,11
75311,10
75312,14
75313,9
75314,10
75315,10
75316,6
75317,10
75318,10
75319,15
75320,10
75321,11
75322,11
75323,9
75324,11
75325,10
75326,9
75327,10
75328,10
75329,7
75330,7
75331,12
75332,11
75333,9
75334,12
75335,6
75336,13
75337,10
75338,11
75339,13
75340,13
75341,9
75342,5
75343,9
75344,13
75345,10
75346,13
75347,11
75348,4
75349,12
75350,7
75351,7
75352,5
75353,8
75354,7
75355,8
75356,9
75357,14
75358,12
75359,10
75360,8
75361,8
75362,11
75363,12
75364,10
75365,8
75366,7
75367,11
75368,16
75369,11
75370,10
75371,9
75372,9
75373,9
75374,7
75375,14
75376,16
75377,14
75378,14
75379,11
75380,7
75381,12
75382,9
75383,8
75384,17
75385,9
75386,12
75387,11
75388,11
75389,14
75390,16
75391,12
75392,7
75393,19
75394,15
75395,8
75396,12
75397,12
75398,7
75399,13
75400,7
75401,10
75402,9
75403,15
75404,9
75405,15
75406,7
75407,5
75408,10
75409,10
75410,16
75411,15
75412,7
75413,10
75414,11
75415,10
75416,7
75417,10
75418,10
75419,10
75420,13
75421,13
75422,11
75423,12
75424,8
75425,12
75426,10
75427,8
75428,12
75429,13
75430,10
75431,5
75432,8
75433,10
75434,12
75435,9
75436,10
75437,14
75438,12
75439,11
75440,11
75441,7
75442,13
75443,11
75444,10
75445,7
75446,8
75447,12
75448,10
75449,12
75450,6
75451,16
75452,10
75453,11
75454,11
75455,13
75456,12
75457,12
75458,7
75459,9
75460,18
75461,12
75462,9
75463,14
75464,14
75465,12
75466,11
75467,10
75468,8
75469,12
75470,10
75471,12
75472,8
75473,9
75474,12
75475,9
75476,11
75477,14
75478,8
75479,13
75480,10
75481,14
75482,18
75483,11
75484,13
75485,10
75486,10
75487,8
75488,9
75489,7
75490,9
75491,16
75492,12
75493,9
75494,9
75495,10
75496,9
75497,13
75498,7
75499,7
75500,9
75501,10
75502,10
75503,13
75504,10
75505,11
75506,15
75507,5
75508,12
75509,9
75510,10
75511,11
75512,18
75513,13
75514,8
75515,7
75516,4
75517,12
75518,10
75519,12
75520,11
75521,10
75522,7
75523,8
75524,11
75525,9
75526,8
75527,6
75528,7
75529,7
75530,7
75531,11
75532,14
75533,13
75534,9
75535,12
75536,11
75537,16
75538,16
75539,8
75540,11
75541,7
75542,10
75543,11
75544,12
75545,8
75546,13
75547,8
75548,8
75549,9
75550,6
75551,12
75552,5
75553,7
75554,10
75555,13
75556,5
75557,9
75558,11
75559,12
75560,10
75561,10
75562,16
75563,10
75564,13
75565,13
75566,10
75567,8
75568,10
75569,14
75570,10
75571,8
75572,14
75573,11
75574,11
75575,8
75576,9
75577,7
75578,13
75579,8
75580,8
75581,11
75582,10
75583,15
75584,14
75585,12
75586,7
75587,10
75588,13
75589,6
75590,13
75591,15
75592,13
75593,10
75594,6
75595,9
75596,9
75597,13
75598,10
75599,8
75600,8
75601,11
75602,8
75603,10
75604,15
75605,15
75606,7
75607,11
75608,13
75609,9
75610,11
75611,12
75612,10
75613,12
75614,15
75615,9
75616,8
75617,8
75618,11
75619,10
75620,12
75621,7
75622,16
75623,15
75624,14
75625,12
75626,11
75627,13
75628,12
75629,10
75630,8
75631,13
75632,14
75633,9
75634,10
75635,12
75636,9
75637,9
75638,14
75639,11
75640,9
75641,10
75642,8
75643,8
75644,10
75645,11
75646,12
75647,6
75648,14
75649,12
75650,9
75651,11
75652,12
75653,11
75654,10
75655,10
75656,6
75657,11
75658,11
75659,12
75660,6
75661,13
75662,8
75663,9
75664,8
75665,10
75666,8
75667,10
75668,9
75669,10
75670,11
75671,9
75672,10
75673,11
75674,14
75675,11
75676,10
75677,15
75678,7
75679,9
75680,10
75681,12
75682,10
75683,12
75684,10
75685,12
75686,9
75687,10
75688,12
75689,7
75690,12
75691,10
75692,11
75693,12
75694,10
75695,10
75696,9
75697,16
75698,11
75699,11
75700,11
75701,11
75702,16
75703,12
75704,17
75705,11
75706,4
75707,10
75708,11
75709,10
75710,10
75711,12
75712,10
75713,9
75714,7
75715,8
75716,11
75717,11
75718,10
75719,10
75720,8
75721,10
75722,11
75723,14
75724,14
75725,8
75726,15
75727,9
75728,11
75729,16
75730,9
75731,4
75732,12
75733,13
75734,5
75735,9
75736,13
75737,10
75738,7
75739,7
75740,10
75741,8
75742,12
75743,8
75744,10
75745,9
75746,14
75747,13
75748,10
75749,11
75750,8
75751,18
75752,5
75753,11
75754,7
75755,14
75756,11
75757,11
75758,12
75759,4
75760,13
75761,13
75762,7
75763,14
75764,10
75765,9
75766,6
75767,10
75768,7
75769,10
75770,8
75771,15
75772,12
75773,16
75774,15
75775,13
75776,9
75777,12
75778,11
75779,7
75780,12
75781,9
75782,9
75783,11
75784,13
75785,11
75786,12
75787,7
75788,11
75789,8
75790,10
75791,10
75792,10
75793,10
75794,7
75795,11
75796,10
75797,10
75798,6
75799,10
75800,8
75801,10
75802,10
75803,12
75804,10
75805,15
75806,13
75807,9
75808,15
75809,14
75810,7
75811,17
75812,9
75813,9
75814,10
75815,14
75816,17
75817,9
75818,13
75819,13
75820,12
75821,10
75822,10
75823,9
75824,16
75825,9
75826,10
75827,12
75828,10
75829,7
75830,10
75831,4
75832,7
75833,10
75834,12
75835,10
75836,11
75837,15
75838,10
75839,11
75840,8
75841,9
75842,11
75843,10
75844,9
75845,13
75846,10
75847,10
75848,13
75849,12
75850,8
75851,13
75852,8
75853,13
75854,11
75855,7
75856,8
75857,12
75858,10
75859,8
75860,11
75861,10
75862,9
75863,13
75864,7
75865,9
75866,6
75867,13
75868,11
75869,9
75870,7
75871,6
75872,12
75873,13
75874,12
75875,11
75876,8
75877,12
75878,10
75879,19
75880,9
75881,11
75882,10
75883,10
75884,10
75885,10
75886,11
75887,14
75888,10
75889,7
75890,8
75891,8
75892,7
75893,8
75894,11
75895,6
75896,7
75897,15
75898,9
75899,11
75900,7
75901,12
75902,9
75903,9
75904,13
75905,10
75906,12
75907,13
75908,9
75909,14
75910,10
75911,11
75912,10
75913,9
75914,8
75915,12
75916,11
75917,9
75918,8
75919,8
75920,11
75921,9
75922,7
75923,12
75924,10
75925,11
75926,10
75927,8
75928,11
75929,8
75930,10
75931,10
75932,7
75933,6
75934,11
75935,14
75936,13
75937,11
75938,15
75939,11
75940,10
75941,10
75942,18
75943,8
75944,12
75945,8
75946,8
75947,5
75948,8
75949,18
75950,11
75951,13
75952,5
75953,13
75954,9
75955,13
75956,12
75957,10
75958,7
75959,14
75960,8
75961,11
75962,13
75963,14
75964,16
75965,10
75966,15
75967,12
75968,5
75969,12
75970,10
75971,7
75972,10
75973,10
75974,10
75975,11
75976,11
75977,10
75978,11
75979,10
75980,11
75981,10
75982,14
75983,13
75984,12
75985,5
75986,11
75987,11
75988,10
75989,9
75990,14
75991,10
75992,8
75993,11
75994,11
75995,13
75996,7
75997,13
75998,10
75999,8
76000,13
76001,15
76002,11
76003,10
76004,18
76005,10
76006,10
76007,7
76008,9
76009,9
76010,10
76011,13
76012,11
76013,11
76014,12
76015,11
76016,11
76017,13
76018,8
76019,7
76020,11
76021,11
76022,10
76023,13
76024,9
76025,8
76026,14
76027,14
76028,8
76029,12
76030,11
76031,14
76032,10
76033,10
76034,9
76035,5
76036,15
76037,8
76038,12
76039,10
76040,8
76041,14
76042,8
76043,7
76044,10
76045,7
76046,7
76047,8
76048,11
76049,16
76050,13
76051,10
76052,6
76053,8
76054,4
76055,10
76056,10
76057,11
76058,8
76059,11
76060,4
76061,16
76062,10
76063,10
76064,7
76065,10
76066,11
76067,9
76068,10
76069,11
76070,10
76071,9
76072,9
76073,10
76074,12
76075,13
76076,7
76077,7
76078,10
76079,10
76080,10
76081,9
76082,10
76083,10
76084,10
76085,14
76086,10
76087,7
76088,10
76089,10
76090,11
76091,11
76092,10
76093,11
76094,14
76095,12
76096,9
76097,11
76098,6
76099,10
76100,11
76101,9
76102,9
76103,11
76104,8
76105,11
76106,13
76107,8
76108,11
76109,7
76110,15
76111,9
76112,15
76113,13
76114,11
76115,7
76116,11
76117,8
76118,8
76119,11
76120,9
76121,8
76122,9
76123,16
76124,10
76125,8
76126,13
76127,11
76128,9
76129,14
76130,10
76131,11
76132,11
76133,11
76134,5
76135,11
76136,5
76137,14
76138,13
76139,8
76140,4
76141,11
76142,10
76143,9
76144,10
76145,10
76146,10
76147,10
76148,9
76149,8
76150,10
76151,9
76152,13
76153,8
76154,12
76155,13
76156,10
76157,10
76158,7
76159,15
76160,14
76161,13
76162,18
76163,9
76164,12
76165,10
76166,14
76167,9
76168,5
76169,12
76170,7
76171,8
76172,11
76173,12
76174,15
76175,8
76176,13
76177,8
76178,11
76179,10
76180,13
76181,11
76182,13
76183,5
76184,10
76185,18
76186,11
76187,8
76188,10
76189,11
76190,5
76191,5
76192,4
76193,12
76194,18
76195,8
76196,8
76197,7
76198,10
76199,12
76200,10
76201,10
76202,9
76203,13
76204,12
76205,11
76206,10
76207,5
76208,8
76209,11
76210,10
76211,9
76212,17
76213,10
76214,6
76215,12
76216,12
76217,6
76218,7
76219,12
76220,12
76221,11
76222,10
76223,10
76224,12
76225,11
76226,11
76227,8
76228,8
76229,9
76230,12
76231,10
76232,11
76233,6
76234,11
76235,12
76236,11
76237,12
76238,10
76239,13
76240,10
76241,13
76242,12
76243,9
76244,10
76245,8
76246,6
76247,10
76248,5
76249,13
76250,9
76251,11
76252,11
76253,11
76254,4
76255,11
76256,9
76257,11
76258,10
76259,8
76260,12
76261,11
76262,8
76263,11
76264,10
76265,14
76266,11
76267,9
76268,5
76269,9
76270,10
76271,11
76272,12
76273,8
76274,7
76275,7
76276,10
76277,15
76278,15
76279,15
76280,10
76281,10
76282,12
76283,9
76284,10
76285,4
76286,10
76287,10
76288,14
76289,18
76290,9
76291,13
76292,11
76293,12
76294,10
76295,11
76296,11
76297,14
76298,11
76299,13
76300,8
76301,11
76302,11
76303,11
76304,11
76305,9
76306,10
76307,12
76308,12
76309,9
76310,14
76311,9
76312,16
76313,7
76314,13
76315,8
76316,12
76317,15
76318,12
76319,16
76320,11
76321,5
76322,11
76323,12
76324,14
76325,9
76326,8
76327,14
76328,14
76329,15
76330,10
76331,16
76332,7
76333,8
76334,8
76335,11
76336,10
76337,9
76338,9
76339,8
76340,9
76341,7
76342,13
76343,10
76344,15
76345,9
76346,10
76347,8
76348,10
76349,9
76350,6
76351,10
76352,8
76353,12
76354,12
76355,8
76356,11
76357,13
76358,11
76359,8
76360,12
76361,6
76362,13
76363,11
76364,10
76365,10
76366,14
76367,9
76368,13
76369,9
76370,12
76371,9
76372,16
76373,13
76374,11
76375,10
76376,11
76377,12
76378,9
76379,9
76380,13
76381,6
76382,12
76383,8
76384,10
76385,10
76386,9
76387,11
76388,8
76389,10
76390,7
76391,8
76392,10
76393,8
76394,13
76395,12
76396,10
76397,10
76398,15
76399,9
76400,10
76401,10
76402,14
76403,14
76404,15
76405,6
76406,13
76407,13
76408,11
76409,11
76410,8
76411,9
76412,13
76413,9
76414,15
76415,7
76416,13
76417,11
76418,13
76419,11
76420,10
76421,8
76422,12
76423,10
76424,9
76425,17
76426,13
76427,10
76428,10
76429,10
76430,9
76431,10
76432,8
76433,11
76434,10
76435,9
76436,8
76437,10
76438,9
76439,12
76440,11
76441,9
76442,9
76443,14
76444,11
76445,9
76446,9
76447,16
76448,12
76449,14
76450,12
76451,10
76452,9
76453,10
76454,10
76455,10
76456,10
76457,9
76458,8
76459,10
76460,12
76461,10
76462,5
76463,10
76464,12
76465,10
76466,7
76467,11
76468,12
76469,9
76470,13
76471,12
76472,14
76473,6
76474,10
76475,11
76476,14
76477,9
76478,10
76479,8
76480,11
76481,12
76482,10
76483,10
76484,10
76485,12
76486,8
76487,7
76488,10
76489,9
76490,10
76491,10
76492,10
76493,9
76494,9
76495,8
76496,8
76497,9
76498,10
76499,11
76500,8
76501,10
76502,7
76503,8
76504,12
76505,9
76506,12
76507,11
76508,10
76509,15
76510,9
76511,18
76512,10
76513,9
76514,12
76515,10
76516,11
76517,8
76518,11
76519,14
76520,8
76521,15
76522,13
76523,11
76524,10
76525,10
76526,10
76527,10
76528,11
76529,8
76530,11
76531,13
76532,11
76533,9
76534,11
76535,11
76536,10
76537,10
76538,17
76539,12
76540,9
76541,13
76542,14
76543,12
76544,7
76545,10
76546,9
76547,13
76548,11
76549,13
76550,10
76551,14
76552,11
76553,15
76554,10
76555,13
76556,12
76557,16
76558,10
76559,12
76560,13
76561,12
76562,8
76563,9
76564,11
76565,10
76566,7
76567,10
76568,13
76569,10
76570,11
76571,8
76572,7
76573,12
76574,7
76575,15
76576,13
76577,10
76578,13
76579,9
76580,5
76581,7
76582,18
76583,11
76584,13
76585,15
76586,8
76587,8
76588,8
76589,13
76590,5
76591,13
76592,11
76593,9
76594,9
76595,14
76596,9
76597,11
76598,11
76599,10
76600,11
76601,16
76602,10
76603,8
76604,10
76605,9
76606,10
76607,8
76608,13
76609,15
76610,17
76611,8
76612,10
76613,12
76614,9
76615,10
76616,8
76617,8
76618,11
76619,13
76620,8
76621,10
76622,4
76623,9
76624,9
76625,10
76626,12
76627,12
76628,6
76629,10
76630,11
76631,10
76632,8
76633,15
76634,12
76635,12
76636,7
76637,10
76638,10
76639,11
76640,12
76641,13
76642,14
76643,11
76644,12
76645,10
76646,11
76647,14
76648,8
76649,12
76650,10
76651,13
76652,12
76653,8
76654,12
76655,6
76656,8
76657,10
76658,10
76659,10
76660,8
76661,14
76662,8
76663,7
76664,14
76665,10
76666,7
76667,9
76668,10
76669,11
76670,10
76671,8
76672,13
76673,12
76674,11
76675,9
76676,10
76677,9
76678,10
76679,8
76680,11
76681,10
76682,11
76683,11
76684,13
76685,8
76686,14
76687,10
76688,9
76689,11
76690,13
76691,12
76692,11
76693,10
76694,8
76695,12
76696,13
76697,11
76698,12
76699,4
76700,8
76701,9
76702,10
76703,11
76704,8
76705,13
76706,10
76707,12
76708,4
76709,8
76710,15
76711,10
76712,12
76713,13
76714,10
76715,8
76716,9
76717,10
76718,10
76719,8
76720,14
76721,13
76722,12
76723,8
76724,10
76725,10
76726,12
76727,10
76728,9
76729,12
76730,8
76731,11
76732,9
76733,10
76734,10
76735,9
76736,9
76737,13
76738,10
76739,14
76740,11
76741,7
76742,14
76743,14
76744,11
76745,12
76746,7
76747,9
76748,14
76749,9
76750,13
76751,9
76752,4
76753,10
76754,10
76755,8
76756,9
76757,11
76758,9
76759,12
76760,10
76761,9
76762,13
76763,14
76764,15
76765,13
76766,8
76767,10
76768,16
76769,11
76770,11
76771,9
76772,6
76773,17
76774,10
76775,11
76776,16
76777,10
76778,14
76779,10
76780,8
76781,11
76782,15
76783,10
76784,10
76785,5
76786,13
76787,10
76788,8
76789,11
76790,8
76791,9
76792,11
76793,11
76794,5
76795,7
76796,11
76797,12
76798,5
76799,12
76800,10
76801,10
76802,10
76803,10
76804,13
76805,7
76806,12
76807,15
76808,10
76809,11
76810,12
76811,10
76812,12
76813,9
76814,10
76815,13
76816,16
76817,12
76818,14
76819,18
76820,12
76821,9
76822,8
76823,10
76824,10
76825,10
76826,8
76827,10
76828,14
76829,9
76830,16
76831,10
76832,16
76833,13
76834,11
76835,12
76836,7
76837,14
76838,7
76839,8
76840,13
76841,10
76842,11
76843,8
76844,10
76845,7
76846,15
76847,14
76848,10
